transaction_id,user_id,product_id,category,amount,quantity,date,payment_method,status,country
TXN-000812,USR-0181,PRD-0064,Electrónica,649.7,5,2024-10-12 00:00:00,billetera_digital,cancelada,MX
TXN-000813,USR-0256,PRD-0023,Libros,1076.93,4,2024-02-16 00:00:00,transferencia,reembolsada,CO
TXN-000814,USR-0249,PRD-0090,Deportes,1791.66,3,2024-10-24 00:00:00,billetera_digital,cancelada,PE
TXN-000815,USR-0039,PRD-0051,Juguetes,1196.34,7,2024-06-23 00:00:00,efectivo,pendiente,CL
TXN-000816,USR-0449,PRD-0076,Electrónica,648.35,1,2024-05-20 00:00:00,tarjeta_debito,pendiente,AR
TXN-000817,USR-0075,PRD-0004,Electrónica,1715.21,8,2024-10-17 00:00:00,tarjeta_debito,reembolsada,CO
TXN-000818,USR-0187,PRD-0068,Hogar,1800.21,6,2024-12-20 00:00:00,tarjeta_debito,pendiente,PE
TXN-000819,USR-0054,PRD-0155,Hogar,1435.41,9,2024-05-17 00:00:00,tarjeta_credito,reembolsada,CO
TXN-000820,USR-0088,PRD-0006,Libros,1300.9,8,2024-12-15 00:00:00,transferencia,cancelada,BR
TXN-000821,USR-0221,PRD-0181,Ropa,1972.43,8,2024-06-04 00:00:00,billetera_digital,reembolsada,PE
TXN-000822,USR-0442,PRD-0002,Electrónica,1424.52,2,2024-02-02 00:00:00,tarjeta_debito,pendiente,PE
TXN-000823,USR-0428,PRD-0047,Deportes,1457.61,2,2024-12-16 00:00:00,efectivo,reembolsada,AR
TXN-000824,USR-0160,PRD-0091,Deportes,1758.25,3,2024-06-28 00:00:00,tarjeta_credito,cancelada,CL
TXN-000825,USR-0311,PRD-0016,Electrónica,1365.74,1,2024-01-03 00:00:00,transferencia,completada,PE
TXN-000826,USR-0490,PRD-0045,Libros,996.9,6,2024-03-20 00:00:00,billetera_digital,pendiente,BR
TXN-000827,USR-0260,PRD-0039,Deportes,61.65,9,2024-03-02 00:00:00,transferencia,cancelada,BR
TXN-000828,USR-0461,PRD-0026,Libros,311.35,6,2024-10-07 00:00:00,efectivo,completada,CL
TXN-000829,USR-0123,PRD-0126,Deportes,84.14,8,2024-12-28 00:00:00,billetera_digital,completada,CL
TXN-000830,USR-0270,PRD-0145,Libros,1043.82,4,2024-04-11 00:00:00,efectivo,reembolsada,CL
TXN-000831,USR-0165,PRD-0144,Deportes,612.49,5,2024-09-27 00:00:00,tarjeta_debito,completada,PE
TXN-000832,USR-0089,PRD-0165,Electrónica,1069.05,5,2024-10-02 00:00:00,efectivo,pendiente,BR
TXN-000833,USR-0051,PRD-0118,Ropa,1425.11,4,2024-11-09 00:00:00,efectivo,pendiente,CL
TXN-000834,,PRD-0062,Hogar,1968.82,4,2024-01-23 00:00:00,billetera_digital,pendiente,MX
TXN-000835,USR-0293,PRD-0182,Juguetes,620.17,5,2024-07-30 00:00:00,tarjeta_debito,reembolsada,CL
TXN-000836,USR-0357,PRD-0197,Juguetes,1379.31,2,2024-09-07 00:00:00,billetera_digital,cancelada,BR
TXN-000837,USR-0477,PRD-0178,Libros,573.59,5,2024-04-13 00:00:00,billetera_digital,reembolsada,PE
TXN-000838,USR-0056,PRD-0029,Deportes,369.77,2,2024-08-12 00:00:00,efectivo,completada,PE
TXN-000839,USR-0108,PRD-0186,Libros,29.41,5,2024-04-12 00:00:00,tarjeta_credito,reembolsada,MX
TXN-000840,USR-0322,PRD-0050,Juguetes,878.3,2,2024-05-27 00:00:00,tarjeta_debito,cancelada,BR
TXN-000841,USR-0009,PRD-0159,Juguetes,1865.67,3,2024-01-04 00:00:00,billetera_digital,completada,PE
TXN-000842,USR-0322,PRD-0010,Electrónica,40.57,8,2024-05-24 00:00:00,efectivo,reembolsada,AR
TXN-000843,USR-0177,PRD-0163,Ropa,908.99,4,2024-03-30 00:00:00,efectivo,cancelada,MX
TXN-000844,USR-0154,PRD-0037,Deportes,1421.66,4,2024-11-16 00:00:00,efectivo,reembolsada,CO
TXN-000845,USR-0199,PRD-0119,Hogar,1331.08,9,2024-04-07 00:00:00,billetera_digital,cancelada,PE
TXN-000846,USR-0192,PRD-0165,Deportes,283.52,8,2024-11-15 00:00:00,tarjeta_debito,pendiente,AR
TXN-000847,USR-0222,PRD-0047,Electrónica,1388.25,3,2024-10-15 00:00:00,efectivo,pendiente,MX
TXN-000848,USR-0067,PRD-0196,Hogar,1221.11,9,2024-12-12 00:00:00,tarjeta_credito,completada,CL
TXN-000849,USR-0477,PRD-0092,Ropa,1915.96,2,2024-10-25 00:00:00,efectivo,reembolsada,AR
TXN-000850,USR-0288,PRD-0041,Ropa,327.35,10,2024-11-17 00:00:00,transferencia,pendiente,BR
TXN-000851,USR-0050,PRD-0194,Deportes,946.15,1,2024-07-04 00:00:00,billetera_digital,pendiente,CL
TXN-000852,USR-0291,PRD-0089,Electrónica,1773.09,3,2024-03-17 00:00:00,tarjeta_debito,cancelada,CL
TXN-000853,USR-0254,PRD-0005,Libros,836.06,5,2024-09-23 00:00:00,tarjeta_credito,reembolsada,AR
TXN-000854,USR-0157,PRD-0068,Deportes,675.7,8,2024-01-17 00:00:00,billetera_digital,completada,CL
TXN-000855,USR-0241,PRD-0098,Juguetes,1344.14,6,2024-08-05 00:00:00,transferencia,pendiente,BR
TXN-000856,USR-0145,PRD-0069,Deportes,1837.63,6,2024-01-12 00:00:00,tarjeta_credito,pendiente,MX
TXN-000857,USR-0122,PRD-0200,Electrónica,-97.31,10,2024-08-23 00:00:00,transferencia,completada,CL
TXN-000858,USR-0382,PRD-0021,Juguetes,-105.0,4,2024-07-17 00:00:00,billetera_digital,pendiente,AR
TXN-000859,USR-0362,PRD-0048,Juguetes,1352.64,1,2024-02-10 00:00:00,tarjeta_debito,cancelada,PE
TXN-000860,USR-0064,PRD-0180,Ropa,374.91,4,2024-10-30 00:00:00,efectivo,cancelada,MX
TXN-000861,USR-0272,PRD-0002,Juguetes,504.08,2,2024-01-31 00:00:00,efectivo,completada,BR
TXN-000862,USR-0346,PRD-0023,Hogar,1396.45,2,2024-06-12 00:00:00,efectivo,cancelada,CO
TXN-000863,USR-0098,PRD-0059,Electrónica,1382.04,8,2024-07-25 00:00:00,efectivo,reembolsada,BR
TXN-000864,USR-0013,PRD-0036,Deportes,1979.53,7,2024-12-04 00:00:00,tarjeta_debito,pendiente,CL
TXN-000865,USR-0173,PRD-0051,Deportes,317.47,9,2024-11-06 00:00:00,efectivo,reembolsada,AR
TXN-000866,USR-0181,PRD-0028,Hogar,1412.34,3,2024-04-20 00:00:00,tarjeta_credito,cancelada,MX
TXN-000867,USR-0220,PRD-0157,Ropa,1059.74,6,2024-07-08 00:00:00,efectivo,completada,MX
TXN-000868,USR-0168,PRD-0177,Hogar,1268.11,8,2024-10-22 00:00:00,tarjeta_debito,pendiente,BR
TXN-000869,USR-0363,PRD-0152,Ropa,977.69,1,2024-07-15 00:00:00,billetera_digital,cancelada,CO
TXN-000870,USR-0485,PRD-0187,Deportes,779.76,5,2024-01-31 00:00:00,tarjeta_debito,completada,PE
TXN-000871,USR-0140,PRD-0082,Hogar,1209.94,4,2024-03-02 00:00:00,tarjeta_credito,pendiente,PE
TXN-000872,USR-0217,PRD-0180,Electrónica,597.06,5,2024-08-03 00:00:00,efectivo,pendiente,CO
TXN-000873,USR-0389,PRD-0081,Hogar,912.43,10,2024-03-06 00:00:00,tarjeta_credito,completada,MX
TXN-000874,USR-0162,PRD-0185,Electrónica,1258.15,7,2024-01-18 00:00:00,transferencia,completada,CL
TXN-000875,USR-0255,PRD-0017,Ropa,303.99,4,2024-07-01 00:00:00,efectivo,cancelada,CO
TXN-000876,USR-0214,PRD-0165,Juguetes,310.81,4,2024-05-13 00:00:00,tarjeta_credito,completada,BR
TXN-000877,USR-0113,PRD-0195,Ropa,1908.89,6,2024-12-09 00:00:00,billetera_digital,cancelada,BR
TXN-000878,USR-0035,PRD-0011,Electrónica,418.46,1,2024-07-07 00:00:00,tarjeta_debito,reembolsada,PE
TXN-000825,USR-0145,PRD-0069,Libros,777.45,10,2024-05-13 00:00:00,transferencia,reembolsada,PE
TXN-000880,USR-0395,PRD-0104,Electrónica,84.28,4,2024-06-01 00:00:00,tarjeta_debito,cancelada,CL
TXN-000881,USR-0456,PRD-0065,Electrónica,620.49,3,2024-07-17 00:00:00,efectivo,reembolsada,AR
TXN-000882,USR-0306,PRD-0074,Juguetes,1714.86,10,2027-01-07 00:00:00,tarjeta_credito,cancelada,MX
TXN-000883,USR-0493,PRD-0041,Hogar,431.4,7,2024-05-23 00:00:00,tarjeta_credito,cancelada,CL
TXN-000884,USR-0477,PRD-0053,Juguetes,1488.78,1,2024-03-30 00:00:00,criptomoneda,completada,CO
TXN-000885,USR-0286,PRD-0070,Juguetes,1126.9,3,2024-07-12 00:00:00,efectivo,reembolsada,CO
TXN-000886,,PRD-0012,Hogar,1420.09,4,2024-05-19 00:00:00,tarjeta_debito,pendiente,CL
TXN-000887,USR-0289,PRD-0112,Juguetes,977.57,1,2024-07-07 00:00:00,efectivo,pendiente,MX
TXN-000888,USR-0165,PRD-0189,Deportes,348.75,8,2024-03-16 00:00:00,efectivo,reembolsada,CO
TXN-000889,USR-0071,PRD-0086,Juguetes,933.64,3,2024-11-16 00:00:00,transferencia,pendiente,PE
TXN-000890,USR-0106,PRD-0178,Deportes,1761.57,9,2024-01-03 00:00:00,billetera_digital,pendiente,BR
TXN-000891,USR-0060,PRD-0084,Hogar,1097.35,7,2024-07-27 00:00:00,tarjeta_credito,pendiente,CO
TXN-000892,USR-0386,PRD-0049,Libros,1600.07,2,2024-07-26 00:00:00,tarjeta_debito,completada,AR
TXN-000893,USR-0062,PRD-0054,Juguetes,143.6,2,2024-07-25 00:00:00,criptomoneda,cancelada,MX
TXN-000894,USR-0302,PRD-0123,Libros,84.71,1,2024-05-10 00:00:00,efectivo,completada,PE
TXN-000895,USR-0498,PRD-0176,Electrónica,760.55,2,2024-02-12 00:00:00,tarjeta_credito,reembolsada,MX
TXN-000896,USR-0018,PRD-0083,Juguetes,1709.43,7,2024-10-30 00:00:00,tarjeta_credito,reembolsada,AR
TXN-000897,USR-0199,PRD-0138,Electrónica,507.16,9,2024-05-30 00:00:00,tarjeta_credito,cancelada,CO
TXN-000898,USR-0429,PRD-0020,Deportes,498.84,3,2024-04-03 00:00:00,billetera_digital,reembolsada,CO
TXN-000899,USR-0060,PRD-0026,Ropa,1480.97,10,2024-12-23 00:00:00,billetera_digital,cancelada,CL
TXN-000900,USR-0224,PRD-0143,Electrónica,131.29,6,2024-05-04 00:00:00,tarjeta_debito,completada,CL
TXN-000901,USR-0229,PRD-0169,Hogar,1115.18,3,2024-01-21 00:00:00,tarjeta_debito,cancelada,BR
TXN-000902,USR-0262,PRD-0004,Juguetes,532.51,5,2024-05-04 00:00:00,tarjeta_debito,pendiente,CO
TXN-000903,USR-0199,PRD-0142,Libros,1717.53,3,2024-02-04 00:00:00,tarjeta_credito,pendiente,CO
TXN-000904,USR-0116,PRD-0068,Deportes,86.77,7,2024-07-10 00:00:00,billetera_digital,pendiente,AR
TXN-000905,USR-0261,PRD-0105,Juguetes,315.41,5,2024-11-03 00:00:00,tarjeta_credito,completada,AR
TXN-000906,USR-0143,PRD-0101,Juguetes,1613.82,5,2024-06-06 00:00:00,efectivo,reembolsada,BR
TXN-000907,USR-0350,PRD-0155,Libros,275.4,8,2024-11-11 00:00:00,transferencia,cancelada,MX
TXN-000908,USR-0475,PRD-0083,Libros,383.34,4,2024-07-29 00:00:00,billetera_digital,reembolsada,AR
TXN-000909,USR-0072,PRD-0198,Ropa,1374.52,9,2024-08-24 00:00:00,tarjeta_debito,completada,MX
TXN-000910,USR-0405,PRD-0163,Ropa,1774.66,6,2024-05-18 00:00:00,efectivo,cancelada,PE
TXN-000911,USR-0193,PRD-0141,Electrónica,134.03,5,2024-10-08 00:00:00,transferencia,reembolsada,CL
TXN-000912,USR-0251,PRD-0153,Deportes,774.38,3,2024-01-28 00:00:00,tarjeta_credito,cancelada,PE
TXN-000913,USR-0474,PRD-0191,Ropa,80.83,-3,2024-05-21 00:00:00,tarjeta_debito,pendiente,PE
TXN-000914,USR-0283,PRD-0091,Ropa,46.89,4,2024-07-15 00:00:00,billetera_digital,completada,CL
TXN-000915,USR-0499,PRD-0070,Electrónica,192.27,4,2024-03-29 00:00:00,transferencia,completada,
TXN-000916,USR-0441,PRD-0154,Deportes,427.56,2,2024-03-17 00:00:00,efectivo,reembolsada,MX
TXN-000917,USR-0224,PRD-0135,Electrónica,998.57,8,2024-12-26 00:00:00,efectivo,pendiente,AR
TXN-000918,USR-0141,PRD-0064,Ropa,759.51,1,2024-11-26 00:00:00,efectivo,completada,MX
TXN-000919,USR-0224,PRD-0186,Deportes,179.83,4,2024-05-13 00:00:00,tarjeta_debito,pendiente,BR
TXN-000920,USR-0101,PRD-0010,Hogar,96.91,3,2024-01-26 00:00:00,billetera_digital,cancelada,MX
TXN-000921,USR-0446,PRD-0048,Hogar,334.09,2,2024-03-31 00:00:00,efectivo,reembolsada,AR
TXN-000922,USR-0309,PRD-0183,Electrónica,538.82,9,2024-07-07 00:00:00,tarjeta_debito,pendiente,CL
TXN-000923,USR-0140,PRD-0132,Libros,1009.51,3,2024-03-08 00:00:00,billetera_digital,cancelada,MX
TXN-000924,USR-0364,PRD-0029,Ropa,1280.63,2,2024-05-27 00:00:00,efectivo,reembolsada,BR
TXN-000925,USR-0493,PRD-0166,Hogar,1572.98,7,2024-07-27 00:00:00,efectivo,pendiente,AR
TXN-000926,USR-0432,PRD-0077,Deportes,765.76,1,2024-01-09 00:00:00,tarjeta_debito,reembolsada,BR
TXN-000927,USR-0203,PRD-0063,Ropa,1807.42,7,2024-04-14 00:00:00,efectivo,completada,AR
TXN-000928,USR-0152,PRD-0096,Deportes,1818.87,7,2024-09-19 00:00:00,tarjeta_credito,reembolsada,MX
TXN-000929,USR-0085,PRD-0003,Ropa,1488.93,1,2024-09-23 00:00:00,efectivo,reembolsada,PE
TXN-000930,USR-0146,PRD-0095,Libros,1171.66,8,2024-12-07 00:00:00,billetera_digital,completada,AR
TXN-000931,USR-0339,PRD-0183,Juguetes,1270.77,4,2024-07-20 00:00:00,tarjeta_credito,cancelada,AR
TXN-000932,USR-0214,PRD-0039,Libros,511.04,1,2024-01-20 00:00:00,efectivo,completada,AR
TXN-000933,USR-0041,PRD-0172,Hogar,1233.98,8,2024-10-12 00:00:00,transferencia,cancelada,BR
TXN-000934,USR-0267,PRD-0175,Libros,1556.81,1,2024-09-17 00:00:00,efectivo,completada,MX
TXN-000935,USR-0422,PRD-0038,Ropa,1761.61,3,2024-09-15 00:00:00,efectivo,reembolsada,MX
TXN-000936,USR-0247,PRD-0170,Hogar,1852.32,7,2024-08-30 00:00:00,transferencia,cancelada,AR
TXN-000937,USR-0476,PRD-0102,Deportes,860.78,4,2024-03-22 00:00:00,billetera_digital,reembolsada,CL
TXN-000938,USR-0005,PRD-0039,Deportes,1793.27,3,2027-02-14 00:00:00,transferencia,cancelada,BR
TXN-000939,USR-0021,PRD-0043,Hogar,200.84,2,2024-04-08 00:00:00,efectivo,reembolsada,PE
TXN-000940,USR-0037,PRD-0157,Electrónica,925.21,3,2024-02-19 00:00:00,tarjeta_debito,cancelada,MX
TXN-000941,USR-0415,PRD-0116,Libros,613.49,7,2024-06-07 00:00:00,tarjeta_debito,pendiente,BR
TXN-000942,USR-0301,PRD-0031,Deportes,253.09,5,2024-10-23 00:00:00,efectivo,reembolsada,BR
TXN-000943,USR-0374,PRD-0151,Juguetes,420.33,1,2024-06-25 00:00:00,tarjeta_credito,cancelada,CO
TXN-000944,USR-0402,PRD-0182,Deportes,266.67,7,2024-10-17 00:00:00,tarjeta_debito,completada,AR
TXN-000945,USR-0250,PRD-0086,Ropa,480.81,5,2024-08-01 00:00:00,tarjeta_credito,cancelada,PE
TXN-000946,,PRD-0124,Libros,404.22,9,2024-09-27 00:00:00,billetera_digital,pendiente,BR
TXN-000947,USR-0369,PRD-0152,Libros,1993.58,5,2024-11-17 00:00:00,tarjeta_credito,reembolsada,CO
TXN-000948,USR-0312,PRD-0147,Hogar,1669.77,5,2024-01-20 00:00:00,billetera_digital,cancelada,CL
TXN-000949,USR-0488,PRD-0116,Electrónica,860.59,5,2024-08-01 00:00:00,transferencia,completada,PE
TXN-000950,USR-0148,PRD-0200,Ropa,1851.33,6,2024-01-08 00:00:00,tarjeta_credito,cancelada,CO
TXN-000951,USR-0384,PRD-0188,Juguetes,585.34,3,2024-03-24 00:00:00,transferencia,cancelada,BR
TXN-000952,USR-0080,PRD-0032,Electrónica,1907.22,5,2024-08-19 00:00:00,billetera_digital,reembolsada,CO
TXN-000953,USR-0043,PRD-0092,Hogar,353.62,9,2024-11-13 00:00:00,tarjeta_credito,completada,MX
TXN-000954,USR-0274,PRD-0050,Juguetes,703.41,7,2024-09-19 00:00:00,efectivo,pendiente,PE
TXN-000955,USR-0383,PRD-0179,Juguetes,454.28,8,2024-06-13 00:00:00,tarjeta_debito,completada,AR
TXN-000556,,PRD-0171,Juguetes,678.11,1,2024-02-13 00:00:00,tarjeta_credito,completada,CO
TXN-000957,USR-0372,PRD-0195,Libros,1621.85,6,2024-08-05 00:00:00,tarjeta_credito,completada,BR
TXN-000958,USR-0133,PRD-0098,Hogar,680.54,2,2024-09-12 00:00:00,transferencia,reembolsada,MX
TXN-000959,USR-0446,PRD-0036,Libros,1199.49,2,2024-06-19 00:00:00,tarjeta_credito,pendiente,PE
TXN-000960,USR-0142,PRD-0080,Libros,1509.93,2,2024-10-22 00:00:00,billetera_digital,cancelada,BR
TXN-000961,USR-0386,PRD-0011,Deportes,186.84,1,2024-10-28 00:00:00,criptomoneda,reembolsada,MX
TXN-000962,USR-0082,PRD-0152,Ropa,164.94,10,2024-01-09 00:00:00,tarjeta_debito,pendiente,BR
TXN-000963,USR-0003,PRD-0175,Hogar,1153.8,4,2024-08-08 00:00:00,efectivo,pendiente,MX
TXN-000964,USR-0303,PRD-0106,Hogar,539.45,2,2024-11-05 00:00:00,tarjeta_credito,reembolsada,BR
TXN-000965,USR-0095,PRD-0165,Juguetes,498.31,4,2024-02-06 00:00:00,tarjeta_debito,pendiente,CL
TXN-000966,USR-0368,PRD-0029,Electrónica,827.3,8,2024-03-04 00:00:00,transferencia,reembolsada,PE
TXN-000967,USR-0104,PRD-0163,Deportes,707.0,4,2024-08-11 00:00:00,tarjeta_credito,reembolsada,CL
TXN-000968,USR-0384,PRD-0118,Ropa,827.4,3,2024-01-08 00:00:00,billetera_digital,completada,MX
TXN-000969,USR-0103,PRD-0177,Deportes,1927.05,8,2024-01-09 00:00:00,efectivo,reembolsada,PE
TXN-000970,USR-0057,PRD-0069,Libros,510.37,9,2024-01-11 00:00:00,tarjeta_credito,pendiente,MX
TXN-000971,USR-0343,PRD-0143,Libros,1598.19,3,2024-01-02 00:00:00,tarjeta_credito,cancelada,PE
TXN-000972,USR-0247,PRD-0050,Juguetes,613.37,5,2024-04-12 00:00:00,billetera_digital,cancelada,CO
TXN-000973,USR-0167,PRD-0012,Hogar,943.3,6,2024-10-14 00:00:00,tarjeta_credito,completada,AR
TXN-000974,USR-0105,PRD-0120,Juguetes,146.14,9,2024-04-19 00:00:00,tarjeta_credito,completada,PE
TXN-000975,USR-0330,PRD-0151,Ropa,187.87,10,2024-11-02 00:00:00,tarjeta_debito,completada,MX
TXN-000976,USR-0357,PRD-0187,Categoría_Inválida,1684.25,4,2024-02-21 00:00:00,billetera_digital,pendiente,MX
TXN-000158,USR-0183,PRD-0193,Juguetes,329.42,10,2024-03-29 00:00:00,tarjeta_debito,completada,AR
TXN-000978,USR-0152,PRD-0118,Deportes,452.02,2,2024-07-06 00:00:00,transferencia,reembolsada,CL
TXN-000979,USR-0194,PRD-0002,Electrónica,1066.53,7,2024-04-18 00:00:00,efectivo,completada,BR
TXN-000980,USR-0267,PRD-0183,Juguetes,1062.2,10,2024-06-17 00:00:00,tarjeta_debito,pendiente,CO
TXN-000981,USR-0228,PRD-0072,Libros,429.08,1,2024-10-01 00:00:00,tarjeta_credito,completada,AR
TXN-000982,USR-0359,PRD-0137,Electrónica,1120.57,10,2024-01-28 00:00:00,billetera_digital,pendiente,AR
TXN-000983,USR-0311,PRD-0140,Ropa,1078.47,9,2024-06-19 00:00:00,tarjeta_debito,completada,AR
TXN-000984,USR-0358,PRD-0163,Ropa,1250.06,9,2024-08-23 00:00:00,transferencia,cancelada,CL
TXN-000985,USR-0354,PRD-0007,Juguetes,61.66,10,2024-09-03 00:00:00,tarjeta_credito,reembolsada,PE
TXN-000986,USR-0323,PRD-0192,Electrónica,1438.73,6,2024-09-15 00:00:00,transferencia,cancelada,PE
TXN-000987,USR-0296,PRD-0139,Deportes,1044.92,3,2024-09-13 00:00:00,tarjeta_credito,cancelada,CL
TXN-000988,USR-0023,PRD-0154,Juguetes,523.31,6,2024-09-21 00:00:00,tarjeta_debito,reembolsada,CL
TXN-000989,USR-0138,PRD-0131,Hogar,739.76,5,2024-07-11 00:00:00,billetera_digital,completada,CL
TXN-000990,USR-0309,PRD-0158,Libros,710.8,10,2024-09-26 00:00:00,tarjeta_credito,completada,CL
TXN-000991,USR-0130,PRD-0136,Libros,1830.55,5,2024-11-25 00:00:00,efectivo,reembolsada,AR
TXN-000992,USR-0392,PRD-0049,Electrónica,800.02,2,2024-12-13 00:00:00,tarjeta_debito,cancelada,AR
TXN-000993,USR-0388,PRD-0184,Juguetes,1450.73,4,2024-05-08 00:00:00,tarjeta_credito,reembolsada,BR
TXN-000994,USR-0385,PRD-0096,Electrónica,373.99,6,2024-05-30 00:00:00,tarjeta_credito,completada,MX
TXN-000995,USR-0149,PRD-0132,Libros,1010.93,4,2024-10-11 00:00:00,billetera_digital,pendiente,MX
TXN-000996,USR-0239,PRD-0157,Electrónica,1347.68,5,2024-05-29 00:00:00,tarjeta_debito,pendiente,MX
TXN-000997,USR-0301,PRD-0081,Electrónica,790.05,3,2024-12-30 00:00:00,billetera_digital,reembolsada,CL
TXN-000998,USR-0102,PRD-0062,Juguetes,1357.89,3,2024-04-25 00:00:00,efectivo,completada,CL
TXN-000999,USR-0259,PRD-0128,Hogar,1982.85,9,2024-09-25 00:00:00,tarjeta_credito,pendiente,CL
TXN-001000,USR-0055,PRD-0086,Electrónica,1099.93,9,2024-07-12 00:00:00,efectivo,cancelada,PE
TXN-001001,USR-0213,PRD-0001,Juguetes,428.19,6,2024-06-08 00:00:00,tarjeta_credito,cancelada,MX
TXN-001002,USR-0245,PRD-0088,Libros,279.45,4,2024-04-20 00:00:00,billetera_digital,pendiente,CO
TXN-001003,USR-0040,PRD-0024,Electrónica,1391.14,5,2024-01-22 00:00:00,tarjeta_credito,cancelada,CO
TXN-001004,USR-0381,PRD-0012,Electrónica,233.91,1,2024-01-29 00:00:00,tarjeta_debito,cancelada,PE
TXN-001005,USR-0014,PRD-0099,Deportes,146.29,4,2024-04-21 00:00:00,transferencia,cancelada,CO
TXN-001006,USR-0293,PRD-0028,Deportes,849.52,3,2024-05-15 00:00:00,tarjeta_credito,completada,PE
TXN-000453,USR-0400,PRD-0050,Ropa,954.3,9,2024-07-27 00:00:00,tarjeta_debito,cancelada,CL
TXN-001008,USR-0232,PRD-0177,Libros,1644.69,10,2024-05-28 00:00:00,tarjeta_debito,completada,CO
TXN-001009,USR-0085,PRD-0104,Juguetes,1146.0,7,2024-07-11 00:00:00,transferencia,reembolsada,PE
TXN-001010,USR-0188,PRD-0149,Libros,497.15,2,2024-06-07 00:00:00,tarjeta_debito,pendiente,CL
TXN-001011,USR-0420,PRD-0058,Ropa,1552.76,10,2024-07-27 00:00:00,tarjeta_credito,reembolsada,BR
TXN-001012,USR-0498,PRD-0008,Ropa,1498.8,4,2024-12-09 00:00:00,transferencia,pendiente,PE
TXN-001013,USR-0388,PRD-0005,Hogar,1656.2,7,2024-03-13 00:00:00,billetera_digital,reembolsada,PE
TXN-001014,USR-0208,PRD-0152,Libros,1353.43,5,2024-10-20 00:00:00,efectivo,completada,AR
TXN-001015,USR-0219,PRD-0026,Juguetes,1764.69,9,2024-03-02 00:00:00,tarjeta_debito,cancelada,AR
TXN-001016,USR-0160,PRD-0131,Electrónica,1709.42,3,2024-01-04 00:00:00,billetera_digital,reembolsada,CO
TXN-001017,USR-0427,PRD-0196,Ropa,151.04,10,2024-01-14 00:00:00,tarjeta_credito,reembolsada,PE
TXN-001018,USR-0323,PRD-0156,Juguetes,643.46,3,2024-10-25 00:00:00,efectivo,pendiente,MX
TXN-001019,USR-0009,PRD-0127,Libros,563.72,8,2024-07-29 00:00:00,billetera_digital,pendiente,PE
TXN-001020,USR-0252,PRD-0186,Deportes,1845.73,3,2024-02-04 00:00:00,transferencia,completada,PE
TXN-001021,USR-0497,PRD-0050,Deportes,464.99,6,2024-04-13 00:00:00,efectivo,completada,CL
TXN-001022,USR-0461,PRD-0043,Electrónica,-443.8,7,2024-12-08 00:00:00,efectivo,reembolsada,MX
TXN-001023,USR-0230,PRD-0020,Libros,594.16,1,2024-10-23 00:00:00,tarjeta_debito,reembolsada,CL
TXN-001024,USR-0142,PRD-0073,Ropa,904.03,2,2024-03-13 00:00:00,efectivo,pendiente,CL
TXN-001025,USR-0048,PRD-0126,Libros,1072.95,4,2024-08-02 00:00:00,billetera_digital,cancelada,CO
TXN-001026,USR-0225,PRD-0060,Ropa,1749.59,2,2024-12-14 00:00:00,efectivo,completada,PE
TXN-001027,USR-0012,PRD-0127,Libros,1089.65,7,2024-08-20 00:00:00,tarjeta_credito,reembolsada,CO
TXN-001028,USR-0400,PRD-0038,Electrónica,-230.23,2,2024-04-24 00:00:00,transferencia,pendiente,CO
TXN-001029,USR-0008,PRD-0199,Deportes,1874.18,7,2024-09-24 00:00:00,tarjeta_debito,completada,AR
TXN-001030,USR-0234,PRD-0194,Electrónica,1115.5,5,2024-10-04 00:00:00,billetera_digital,completada,AR
TXN-001031,USR-0170,PRD-0009,Juguetes,1459.54,9,2024-12-20 00:00:00,transferencia,pendiente,PE
TXN-001032,USR-0263,PRD-0142,Juguetes,168.94,9,2024-01-19 00:00:00,efectivo,completada,AR
TXN-001033,USR-0230,PRD-0100,Libros,1538.45,1,2024-07-13 00:00:00,billetera_digital,completada,BR
TXN-001034,USR-0273,PRD-0127,Ropa,1714.19,7,2024-03-19 00:00:00,tarjeta_debito,cancelada,AR
TXN-001035,USR-0405,PRD-0165,Juguetes,1049.25,3,2024-07-07 00:00:00,transferencia,completada,MX
TXN-001036,USR-0373,PRD-0159,Deportes,1138.82,2,2024-03-31 00:00:00,transferencia,cancelada,AR
TXN-001037,USR-0304,PRD-0101,Hogar,1653.11,3,2024-03-09 00:00:00,billetera_digital,cancelada,AR
TXN-001038,USR-0492,PRD-0147,Hogar,810.4,6,2024-09-04 00:00:00,transferencia,reembolsada,PE
TXN-001039,USR-0114,PRD-0178,Libros,1216.27,2,2024-09-15 00:00:00,efectivo,cancelada,BR
TXN-001040,USR-0198,PRD-0144,Libros,641.56,5,2024-04-09 00:00:00,billetera_digital,completada,PE
TXN-001041,USR-0427,PRD-0029,Libros,969.01,9,2024-04-30 00:00:00,tarjeta_credito,completada,AR
TXN-001042,USR-0151,PRD-0117,Hogar,405.39,3,2024-08-02 00:00:00,billetera_digital,completada,CO
TXN-001043,USR-0009,PRD-0159,Ropa,1394.55,2,2024-02-14 00:00:00,transferencia,pendiente,PE
TXN-001044,USR-0357,PRD-0152,Libros,121.22,3,2027-04-02 00:00:00,billetera_digital,cancelada,AR
TXN-001045,USR-0468,PRD-0199,Electrónica,1911.14,10,2024-08-18 00:00:00,transferencia,cancelada,AR
TXN-001046,USR-0173,PRD-0190,Hogar,1083.16,10,2024-06-11 00:00:00,billetera_digital,cancelada,AR
